station_id,lat,lon,coords,atms_count,atms_nearest_distance,bakeries_count,bakeries_nearest_distance,banks_count,banks_nearest_distance,bars_count,bars_nearest_distance,bike_parking_count,bike_parking_nearest_distance,bike_rental_count,bike_rental_nearest_distance,bike_shops_count,bike_shops_nearest_distance,bookstores_count,bookstores_nearest_distance,bus_stops_count,bus_stops_nearest_distance,cafes_count,cafes_nearest_distance,cinemas_count,cinemas_nearest_distance,clinics_count,clinics_nearest_distance,clothing_stores_count,clothing_stores_nearest_distance,convenience_stores_count,convenience_stores_nearest_distance,dentists_count,dentists_nearest_distance,electronics_stores_count,electronics_stores_nearest_distance,fitness_centres_count,fitness_centres_nearest_distance,fuel_count,fuel_nearest_distance,general_offices_count,general_offices_nearest_distance,general_shops_count,general_shops_nearest_distance,government_offices_count,government_offices_nearest_distance,hospitals_count,hospitals_nearest_distance,hotels_count,hotels_nearest_distance,leisure_general_count,leisure_general_nearest_distance,libraries_count,libraries_nearest_distance,museums_count,museums_nearest_distance,offices_count,offices_nearest_distance,parking_count,parking_nearest_distance,parks_count,parks_nearest_distance,personal_services_count,personal_services_nearest_distance,pharmacies_count,pharmacies_nearest_distance,playgrounds_count,playgrounds_nearest_distance,police_count,police_nearest_distance,postal_services_count,postal_services_nearest_distance,public_toilets_count,public_toilets_nearest_distance,public_transport_general_count,public_transport_general_nearest_distance,railway_general_count,railway_general_nearest_distance,religious_count,religious_nearest_distance,restaurants_count,restaurants_nearest_distance,schools_count,schools_nearest_distance,shopping_centers_count,shopping_centers_nearest_distance,sports_centres_count,sports_centres_nearest_distance,stadiums_count,stadiums_nearest_distance,supermarkets_count,supermarkets_nearest_distance,swimming_pools_count,swimming_pools_nearest_distance,theatres_count,theatres_nearest_distance,tourism_general_count,tourism_general_nearest_distance,tourist_attractions_count,tourist_attractions_nearest_distance,tourist_info_count,tourist_info_nearest_distance,train_stations_count,train_stations_nearest_distance,train_stops_count,train_stops_nearest_distance,tram_stops_count,tram_stops_nearest_distance,transit_platforms_count,transit_platforms_nearest_distance,transit_stations_count,transit_stations_nearest_distance,transit_stops_count,transit_stops_nearest_distance,universities_count,universities_nearest_distance,viewpoints_count,viewpoints_nearest_distance,total_features,population_500m
43,46.005849,8.961709,"(46.005849, 8.961709)",3,242.07070278733528,1,275.99358947139496,2,336.46979443121256,6,121.86234685246777,2,195.75804388864788,3,3.6922191315037263,1,477.3913189675705,0,500.0,0,500.0,5,305.4213212557192,0,500.0,0,500.0,3,185.23403616814164,3,159.85215165032642,0,500.0,0,500.0,1,303.27722648088337,1,439.96259425375007,6,123.94932352814922,23,100.16432276198816,0,500.0,0,500.0,0,500.0,10,161.57618920791637,3,44.742378679774255,2,207.41968349370543,0,500.0,1,375.05916673970125,0,500.0,3,236.19130850442212,6,289.0109729702105,2,274.6512661348166,0,500.0,1,470.26680422839246,6,58.29514394617721,0,500.0,0,500.0,0,500.0,26,31.87370930735446,2,387.4563464137777,0,500.0,0,500.0,0,500,3,314.8211130470166,0,500.0,2,36.85014752397471,9,285.0602150054068,0,500.0,0,500.0,0,500.0,0,500.0,0,500.0,9,73.32642187987987,0,500,2,98.36716902368046,0,500.0,0,500.0,147,0
546,46.939462,7.46973,"(46.939462, 7.46973)",2,344.9000781536816,1,479.6228457424155,0,500.0,0,500.0,4,110.2165011853417,5,4.288412249985607,1,447.992525088504,0,500.0,0,500.0,1,465.5597827502302,0,500.0,0,500.0,0,500.0,2,190.67845793202864,1,452.03101519320296,0,500.0,2,352.14629459478834,0,500.0,14,100.06194263241136,21,68.631639464051,0,500.0,0,500.0,1,182.754153978768,6,354.5626254022024,0,500.0,0,500.0,3,23.720333145650784,1,425.5315258333836,0,500.0,6,126.85558181389553,1,428.8643295993146,2,328.68907956671734,0,500.0,1,434.5440184494524,1,296.5326612277149,0,500.0,32,305.3717404033803,0,500.0,7,305.2295523363154,0,500.0,0,500.0,0,500.0,0,500,2,364.4394528510327,0,500.0,0,500.0,0,500.0,0,500.0,0,500.0,0,500.0,0,500.0,7,138.26320510287064,1,475.043134029965,0,500,11,138.5581471942258,0,500.0,0,500.0,136,6682
261,46.9366583,7.4679887,"(46.9366583, 7.4679887)",0,500.0,0,500.0,0,500.0,0,500.0,2,231.72067831635357,3,14.77122755326288,0,500.0,0,500.0,0,500.0,2,431.7636439284886,0,500.0,0,500.0,0,500.0,1,196.67178680071925,1,175.70274320631626,0,500.0,0,500.0,0,500.0,12,360.8608279001704,6,45.85656576548239,0,500.0,0,500.0,1,485.2468077142631,1,485.43013493024125,0,500.0,0,500.0,2,265.4413182208218,1,123.82416749353426,0,500.0,3,233.21264239607743,0,500.0,0,500.0,1,424.8287493438429,0,500.0,2,275.862073631594,0,500.0,0,500.0,0,500.0,1,102.39817020452688,0,500.0,0,500.0,0,500.0,0,500,0,500.0,0,500.0,0,500.0,0,500.0,0,500.0,1,444.6356114789284,0,500.0,0,500.0,2,372.6867987202152,0,500.0,0,500,9,186.63141793984647,0,500.0,0,500.0,51,5053
266,47.375819,8.516676,"(47.375819, 8.516676)",2,73.89055689709662,3,143.02755967996376,1,342.87235191614934,21,51.44021807413144,119,40.22224450799048,7,6.967884075273743,6,176.6271473815751,3,257.2221499067059,0,500.0,14,69.12710075358758,1,295.00102241500736,0,500.0,16,67.18948716334964,10,64.55040295058157,2,266.9301883459498,2,116.2836550155188,4,201.2208895907932,2,420.21169523241457,19,54.79593721207126,109,30.719785293869684,0,500.0,0,500.0,6,189.4891729679057,33,67.56556186746022,0,500.0,0,500.0,14,130.24276896397856,2,407.1024560408384,0,500.0,37,40.5020056349351,2,67.30461763859218,5,272.2907464992708,0,500.0,0,500.0,11,81.08066845852919,0,500.0,117,18.97738203093842,0,500.0,84,18.72581987252848,1,169.65163232861556,0,500.0,2,344.7848885001344,0,500,4,51.597682321641685,0,500.0,2,204.3449117261968,18,53.17791253647792,0,500.0,10,207.6935246160003,0,500.0,0,500.0,5,52.19505015318972,0,500.0,0,500,16,71.60292458781382,0,500.0,0,500.0,710,16433
124,47.37209,8.520482,"(47.37209, 8.520482)",5,199.1996186697174,5,319.197487607496,4,203.58330761243252,22,91.88021300204632,120,48.50042143276119,8,0.6569109898642563,8,159.1976129614215,5,123.83867851638358,0,500.0,21,161.24159522576528,1,282.5208818624603,1,416.2992328380621,39,77.70130410938893,13,15.041543079754224,0,500.0,3,168.95125568374894,6,138.3881512267188,1,97.1958081216393,26,57.52999805261592,153,47.73227400328216,2,170.221881170939,0,500.0,3,249.9235661201804,15,196.8054472738648,2,305.28089846090023,1,241.55022048655655,10,71.09222425468764,3,177.04895269801312,0,500.0,44,77.01617355786429,7,259.4416404206576,4,386.01867140628616,1,206.08399499371995,1,206.4081795910037,9,107.6252896876758,0,500.0,175,117.39742475819509,2,33.56747512187373,102,21.49942682791762,2,406.9829121089816,0,500.0,2,89.80314679009001,0,500,6,219.90057069934915,0,500.0,1,386.5956062472138,26,94.36606914949787,0,500.0,16,193.38131234304296,1,198.99535513866115,0,500.0,11,241.68024473026856,0,500.0,0,500,22,209.0442158825753,0,500.0,0,500.0,909,15582
890,47.012883,7.469947,"(47.012883, 7.469947)",0,500.0,0,500.0,0,500.0,0,500.0,0,500.0,0,500.0,0,500.0,0,500.0,0,500.0,0,500.0,0,500.0,0,500.0,0,500.0,0,500.0,0,500.0,0,500.0,0,500.0,1,332.0647248496361,0,500.0,1,55.93922277551631,0,500.0,0,500.0,0,500.0,0,500.0,0,500.0,0,500.0,0,500.0,0,500.0,0,500.0,0,500.0,0,500.0,0,500.0,0,500.0,0,500.0,0,500.0,0,500.0,28,264.22333772574484,0,500.0,0,500.0,0,500.0,0,500.0,0,500.0,0,500,0,500.0,0,500.0,0,500.0,1,349.38504677936226,0,500.0,0,500.0,0,500.0,0,500.0,0,500.0,0,500.0,0,500,0,500.0,0,500.0,0,500.0,31,158
889,47.015385,7.48331,"(47.015385, 7.48331)",1,57.9876096337037,0,500.0,0,500.0,0,500.0,0,500.0,0,500.0,0,500.0,0,500.0,0,500.0,2,58.43145278011176,0,500.0,0,500.0,0,500.0,0,500.0,0,500.0,1,350.7865484413488,0,500.0,0,500.0,2,174.83459649108946,8,114.85718577306945,0,500.0,0,500.0,0,500.0,4,300.89521529449,0,500.0,0,500.0,0,500.0,2,365.6720484603318,0,500.0,3,67.26586433483585,0,500.0,0,500.0,0,500.0,0,500.0,0,500.0,0,500.0,9,71.70385997378501,0,500.0,4,117.62010721503547,0,500.0,0,500.0,0,500.0,0,500,1,62.51427968409848,0,500.0,0,500.0,2,382.3939571415819,1,358.9783577855893,8,61.23780754383344,1,67.0779798473342,0,500.0,0,500.0,0,500.0,0,500,0,500.0,0,500.0,0,500.0,49,3061
506,46.803943,7.151989,"(46.803943, 7.151989)",8,108.74452637727516,5,54.66491274244199,10,67.78589568711132,12,45.64598929085971,14,40.32805945582994,1,3.123439167899688,0,500.0,6,125.19642874510689,0,500.0,10,115.79048084869989,1,253.84223124595692,0,500.0,10,60.79817303683583,8,94.82541096989064,2,175.758340962283,2,87.86596156088548,0,500.0,0,500.0,25,58.25561365117402,48,60.19842382643145,1,256.21456241900296,0,500.0,2,221.85185453058463,15,197.36868385065003,4,263.08570636872633,1,321.1516925801454,1,325.35727227266744,16,59.96293052203738,1,476.2904836094448,11,58.624568690641965,7,135.1377076551224,1,411.07168008304114,2,135.35841038468314,1,73.73295249439379,3,123.05206391189483,0,500.0,57,48.71954038009856,2,340.29127885374453,54,37.93267847210775,1,409.96187225273553,1,149.34771454052174,4,97.35157587666583,0,500,7,90.3823322033508,1,357.1721702466235,2,251.14378892009324,9,259.35256545390945,0,500.0,34,9.912968844847404,1,131.90027038376232,2,373.7092910517604,0,500.0,1,123.71568345673994,0,500,39,30.50347133015709,3,271.96389520887345,0,500.0,446,5063
510,46.808006,7.155941,"(46.808006, 7.155941)",3,390.9757663357243,3,49.35569907919047,7,247.17390274638757,9,224.34615736591127,15,84.59987433245604,1,485.4665377987724,0,500.0,6,228.22013430849535,0,500.0,7,50.34462544593415,0,500.0,0,500.0,9,311.52232969753493,4,311.703566591616,0,500.0,1,325.7536602673979,0,500.0,1,362.2842949680954,16,228.5582041203312,45,93.9433590575578,1,475.9840559376795,0,500.0,3,323.1674088979637,15,35.18035157936449,4,164.50316315245652,2,340.03487826551674,0,500.0,8,164.19645608820764,1,215.68130785838545,3,213.10295305317769,4,357.68353934147086,2,114.42108364087868,0,500.0,2,470.1940422841081,4,337.3160698530223,0,500.0,23,165.0912513408116,2,132.68929885890816,46,11.197623627329303,2,68.07274903958944,1,471.3820509668684,1,142.45865065617673,0,500,1,452.6737155992384,0,500.0,1,467.50030010881625,11,118.4730452770201,0,500.0,24,145.31869380162365,0,500.0,1,441.5085383722354,0,500.0,0,500.0,0,500,15,247.7675375286236,0,500.0,4,293.0861688909268,308,5282
219,46.9514853,7.4303815,"(46.9514853, 7.4303815)",2,252.1749683797136,3,291.29879270158443,0,500.0,2,320.9474546258116,54,45.55711543584843,17,7.328925212172717,3,422.7808010284758,4,314.36578885413263,0,500.0,7,82.34387798215558,0,500.0,4,180.6059067086816,3,89.4595144862336,7,243.55842670218416,1,224.1072860663986,1,292.6610745474513,0,500.0,2,379.886281748645,26,93.50881729020792,42,38.94473861754809,9,120.99013479303837,0,500.0,3,288.5877380314387,15,206.4900879607885,16,52.03170295615231,2,394.40858657893045,5,268.166533633115,6,233.699583642532,0,500.0,20,125.7463049151248,4,263.5686940998468,0,500.0,0,500.0,1,257.45974867818234,4,76.84557250921436,0,500.0,169,306.5461352112127,1,412.9122109263975,41,30.88781019593288,0,500.0,0,500.0,1,404.1948350689975,0,500,4,242.0654263249672,0,500.0,0,500.0,9,18.33430809268508,0,500.0,3,452.56617462701234,0,500.0,0,500.0,0,500.0,14,245.23069550899277,0,500,8,252.2221724030709,13,46.22197705951772,0,500.0,526,7626
309,46.9405957,7.418738,"(46.9405957, 7.418738)",0,500.0,1,470.22264301313567,0,500.0,0,500.0,25,7.076718673030121,5,4.97021019045306,0,500.0,0,500.0,0,500.0,2,461.8284890997197,0,500.0,0,500.0,1,405.3280473159368,4,92.44721287564468,0,500.0,0,500.0,0,500.0,1,403.322160114777,5,462.1399155366873,22,28.152779906188098,0,500.0,0,500.0,1,399.8309187746503,25,152.8144795153452,0,500.0,0,500.0,1,202.07917437316155,9,92.63810451455154,0,500.0,6,56.35026216576712,2,424.37652873664257,3,457.73591503597765,0,500.0,0,500.0,1,476.2518022455768,0,500.0,61,28.27730688652186,0,500.0,8,30.83973084213393,0,500.0,0,500.0,1,75.39145360566856,0,500,1,59.88680470461494,0,500.0,0,500.0,3,240.45083273105556,0,500.0,2,26.26859335648372,0,500.0,0,500.0,8,16.78079386901963,3,76.2287613884419,0,500,12,16.76183841242355,0,500.0,1,464.6562471064982,214,6589
171,46.41609,6.278163,"(46.41609, 6.278163)",0,500.0,1,81.32950849128822,0,500.0,1,404.5413437293017,0,500.0,1,9.655526639987736,2,215.4176442121245,0,500.0,0,500.0,0,500.0,0,500.0,0,500.0,1,422.0051634452088,0,500.0,0,500.0,0,500.0,0,500.0,0,500.0,3,51.48472223015602,6,286.51849915267496,0,500.0,0,500.0,0,500.0,2,403.3565747890583,0,500.0,0,500.0,1,451.6150497590617,7,14.532384429337853,0,500.0,1,313.7709907826419,2,144.426737295309,0,500.0,0,500.0,0,500.0,0,500.0,0,500.0,0,500.0,0,500.0,6,130.9785005884057,0,500.0,0,500.0,1,456.32009777015554,0,500,1,160.88565709700214,0,500.0,0,500.0,0,500.0,0,500.0,1,280.4472350246213,0,500.0,0,500.0,0,500.0,10,25.22205008958033,0,500,9,26.702654114227936,0,500.0,0,500.0,56,3293
218,46.961965,7.452968,"(46.961965, 7.452968)",2,138.2109263112446,2,465.25262949089023,1,242.586962688409,5,56.707719567419126,21,47.598851592309614,10,4.0252553291604185,3,79.16908943794743,0,500.0,0,500.0,4,117.94228014183678,0,500.0,0,500.0,8,88.89405539429299,4,103.80662906269932,1,457.53178528910337,2,378.6164649908431,3,268.6846848107241,2,96.59404488516805,11,273.5343381520669,45,142.31489396130064,1,387.39515957916217,0,500.0,2,452.1127615302439,19,41.09753051328837,1,345.31257544250224,1,366.1452601589045,10,160.82686503315998,3,324.68655882813965,0,500.0,23,33.58536178901686,3,182.05186826723232,2,41.740990753177776,0,500.0,1,159.63319715137743,5,310.8190365246572,0,500.0,44,271.06572263450494,0,500.0,20,112.45801468332688,1,296.8034389668292,0,500.0,1,495.0584203782771,0,500,6,73.3938618151732,0,500.0,1,288.7518521694583,2,305.1039604393851,0,500.0,0,500.0,0,500.0,0,500.0,2,383.238669403793,8,42.8345934761004,0,500,22,44.98013862760713,0,500.0,0,500.0,302,11112
188,46.95518301852439,7.451799078591182,"(46.95518301852439, 7.451799078591182)",3,40.22499207973323,4,40.347909663430485,0,500.0,3,306.60886523736167,18,114.3692013950662,10,8.389527927055358,3,70.54908605877989,1,488.7357497020132,0,500.0,4,51.78182279620848,1,216.29498033236436,0,500.0,8,69.88676732072673,3,458.1832440314936,1,365.0891368198573,1,417.4541368088969,2,258.22209447420994,0,500.0,18,152.84601438152302,52,28.87173223477098,4,184.62968164398453,0,500.0,5,156.7028695297321,10,133.3283138411384,0,500.0,1,457.7170563903582,8,78.34613292378549,3,295.3259430372554,0,500.0,17,42.39616414084324,3,339.46628043549254,1,257.2213612007683,0,500.0,0,500.0,3,446.7521829335216,0,500.0,25,26.302293002018533,0,500.0,27,23.675437214122777,1,482.44330856899626,0,500.0,0,500.0,0,500,4,271.44821848083507,0,500.0,2,309.8172850351005,2,487.51114683527067,0,500.0,1,337.44492676664663,0,500.0,0,500.0,6,33.39502026361652,0,500.0,0,500,11,75.96797392840284,0,500.0,0,500.0,266,9769
