bike_id,start_station_id,start_coords,end_station_id,end_coords,start_time,end_time,temperature,rain
3480,122,"(46.9613082, 7.4466679)",122,"(46.9613082, 7.4466679)",20240429_160100,20240429_160300,18.54,No rain data available
4754,462,"(46.9558281, 7.4529965)",216,"(46.9538192, 7.4581813)",20240429_160001,20240429_160400,18.54,No rain data available
9,334,"(46.520202, 6.571784)",9,"(46.519805, 6.579676)",20240429_160001,20240429_160400,18.54,No rain data available
5947,21,"(46.521043, 6.573253)",334,"(46.520202, 6.571784)",20240429_160200,20240429_160400,18.54,No rain data available
4522,114,"(46.9566007, 7.4402185)",217,"(46.9483305, 7.44079)",20240429_160001,20240429_160400,18.54,No rain data available
555,152,"(47.389823, 8.49163)",455,"(47.385711, 8.499287)",20240429_160001,20240429_160500,18.54,No rain data available
5069,43,"(46.005849, 8.961709)",43,"(46.005849, 8.961709)",20240429_160300,20240429_160500,18.54,No rain data available
4504,546,"(46.939462, 7.46973)",261,"(46.9366583, 7.4679887)",20240429_160400,20240429_160600,18.54,No rain data available
2174,266,"(47.375819, 8.516676)",124,"(47.37209, 8.520482)",20240429_160300,20240429_160600,18.54,No rain data available
1402,890,"(47.012883, 7.469947)",889,"(47.015385, 7.48331)",20240429_160200,20240429_160600,18.54,No rain data available
1881,506,"(46.803943, 7.151989)",510,"(46.808006, 7.155941)",20240429_160200,20240429_160600,18.54,No rain data available
6027,219,"(46.9514853, 7.4303815)",309,"(46.9405957, 7.418738)",20240429_160100,20240429_160700,18.54,No rain data available
206,171,"(46.41609, 6.278163)",171,"(46.41609, 6.278163)",20240429_160400,20240429_160700,18.54,No rain data available
1735,171,"(46.41609, 6.278163)",171,"(46.41609, 6.278163)",20240429_160400,20240429_160700,18.54,No rain data available
5672,171,"(46.41609, 6.278163)",171,"(46.41609, 6.278163)",20240429_160400,20240429_160700,18.54,No rain data available
1169,218,"(46.961965, 7.452968)",188,"(46.95518301852439, 7.451799078591182)",20240429_160200,20240429_160700,18.54,No rain data available
4469,505,"(46.811754, 7.150142)",506,"(46.803943, 7.151989)",20240429_160200,20240429_160700,18.54,No rain data available
4359,415,"(46.916092, 7.418571)",413,"(46.9250228, 7.4154375)",20240429_160300,20240429_160700,18.54,No rain data available
5288,636,"(46.806876, 7.15297)",635,"(46.802118, 7.146355)",20240429_160400,20240429_160700,18.54,No rain data available
1885,507,"(46.804568, 7.155553)",535,"(46.802937, 7.167527)",20240429_160300,20240429_160800,18.54,No rain data available
5857,211,"(46.383066, 6.225766)",732,"(46.388983510293066, 6.223670386094328)",20240429_160200,20240429_160800,18.54,No rain data available
5599,707,"(45.86839596516475, 8.97806954826163)",688,"(45.86552127511925, 8.977682352126578)",20240429_160500,20240429_160800,18.54,No rain data available
4918,195,"(46.9543451, 7.4453536)",677,"(46.949100687820106, 7.433277786246504)",20240429_160300,20240429_160800,18.54,No rain data available
4152,229,"(46.9412568, 7.4507099)",251,"(46.9487682, 7.4475691)",20240429_160400,20240429_160800,18.54,No rain data available
5053,378,"(46.0082843, 8.9512745)",378,"(46.0082843, 8.9512745)",20240429_160500,20240429_160800,18.54,No rain data available
2082,543,"(46.517338, 6.59775)",9,"(46.519805, 6.579676)",20240429_160001,20240429_160901,18.54,No rain data available
4093,317,"(46.9460279, 7.4332165)",867,"(46.9477816, 7.4365087)",20240429_160500,20240429_160901,18.54,No rain data available
149,146,"(46.004469, 8.947096)",381,"(46.012252, 8.955118)",20240429_160400,20240429_160901,18.54,No rain data available
4021,195,"(46.9543451, 7.4453536)",497,"(46.9579458, 7.4537747)",20240429_160500,20240429_160901,18.54,No rain data available
4361,119,"(46.95752776631194, 7.440576239521807)",226,"(46.9557805, 7.4352658)",20240429_160400,20240429_160901,18.54,No rain data available
1320,211,"(46.383066, 6.225766)",165,"(46.38421, 6.23491)",20240429_160500,20240429_160901,18.54,No rain data available
766,88,"(47.364946, 8.525788)",105,"(47.377359, 8.535855)",20240429_160001,20240429_160901,18.54,No rain data available
5133,249,"(46.000482, 8.912639)",210,"(45.996253, 8.900957)",20240429_160300,20240429_160901,18.54,No rain data available
5532,43,"(46.005849, 8.961709)",49,"(46.005707, 8.95184)",20240429_160500,20240429_160901,18.54,No rain data available
5912,646,"(46.798038, 7.119618)",777,"(46.80799726436817, 7.143350342709623)",20240429_160001,20240429_160901,18.54,No rain data available
3886,228,"(46.9534206, 7.4328277)",250,"(46.9490849, 7.4444363)",20240429_160200,20240429_160901,18.54,No rain data available
1622,220,"(46.9559178, 7.4467885)",353,"(46.94831, 7.44035)",20240429_160400,20240429_160901,18.54,No rain data available
4306,353,"(46.94831, 7.44035)",353,"(46.94831, 7.44035)",20240429_160600,20240429_160901,18.54,No rain data available
2715,92,"(47.3820827, 8.5286468)",392,"(47.393309, 8.528074)",20240429_160100,20240429_161000,18.54,No rain data available
441,7,"(46.522591, 6.584961)",9,"(46.519805, 6.579676)",20240429_160600,20240429_161000,18.54,No rain data available
2772,290,"(46.946888089472424, 7.445830418186601)",292,"(46.946604, 7.441624)",20240429_160700,20240429_161000,18.54,No rain data available
974,253,"(46.9534004, 7.4285549)",230,"(46.9547361, 7.4333909)",20240429_160500,20240429_161000,18.54,No rain data available
1238,353,"(46.94831, 7.44035)",189,"(46.9618565, 7.4592662)",20240429_160100,20240429_161000,18.54,No rain data available
2116,223,"(46.9506632, 7.4370414)",204,"(46.9515508, 7.4345382)",20240429_160001,20240429_161000,18.54,No rain data available
1862,237,"(46.806661, 7.1620248)",506,"(46.803943, 7.151989)",20240429_160500,20240429_161000,18.54,No rain data available
3248,567,"(47.381447, 8.497982)",97,"(47.3771535, 8.5104883)",20240429_160400,20240429_161000,18.54,No rain data available
5697,500,"(46.794595, 7.132707)",635,"(46.802118, 7.146355)",20240429_160400,20240429_161000,18.54,No rain data available
4636,513,"(47.380338, 8.537684)",702,"(47.377779, 8.546183)",20240429_160600,20240429_161100,18.54,No rain data available
4347,591,"(46.9475569, 7.4266947)",230,"(46.9547361, 7.4333909)",20240429_160500,20240429_161100,18.54,No rain data available
2145,307,"(46.948011846616254, 7.421892556487192)",553,"(46.944672, 7.422308)",20240429_160700,20240429_161100,18.54,No rain data available
5243,636,"(46.806876, 7.15297)",236,"(46.8104076, 7.1730614)",20240429_160400,20240429_161100,18.54,No rain data available
3312,321,"(46.93965162143165, 7.440241261842887)",300,"(46.9371912, 7.4360892)",20240429_160600,20240429_161100,18.54,No rain data available
739,393,"(47.415721, 8.538067)",387,"(47.411057, 8.543768)",20240429_160700,20240429_161100,18.54,No rain data available
5969,21,"(46.521043, 6.573253)",34,"(46.532879, 6.566487)",20240429_160300,20240429_161100,18.54,No rain data available
331,334,"(46.520202, 6.571784)",34,"(46.532879, 6.566487)",20240429_160500,20240429_161100,18.54,No rain data available
1907,636,"(46.806876, 7.15297)",647,"(46.80007, 7.140663)",20240429_160300,20240429_161100,18.54,No rain data available
4396,455,"(47.385711, 8.499287)",97,"(47.3771535, 8.5104883)",20240429_160400,20240429_161100,18.54,No rain data available
4256,637,"(46.79427, 7.155003)",812,"(46.79364606401284, 7.150040893601194)",20240429_160901,20240429_161100,18.54,No rain data available
2502,187,"(46.947127654625206, 7.46573539047808)",546,"(46.939462, 7.46973)",20240429_160600,20240429_161100,18.54,No rain data available
3189,250,"(46.9490849, 7.4444363)",683,"(46.948471616973904, 7.450529302235038)",20240429_160500,20240429_161100,18.54,No rain data available
4550,213,"(46.9503428, 7.435298)",259,"(46.9539295, 7.4267524)",20240429_160600,20240429_161100,18.54,No rain data available
1121,461,"(46.9470671, 7.3957642)",174,"(46.9436036, 7.4071777)",20240429_160600,20240429_161200,18.54,No rain data available
1875,636,"(46.806876, 7.15297)",234,"(46.815219, 7.155715)",20240429_160700,20240429_161200,18.54,No rain data available
2806,883,"(46.96079848478852, 7.433964120753491)",222,"(46.9534366, 7.4239308)",20240429_160600,20240429_161200,18.54,No rain data available
5872,163,"(46.3995398, 6.2321083)",165,"(46.38421, 6.23491)",20240429_160400,20240429_161200,18.54,No rain data available
5763,7,"(46.522591, 6.584961)",21,"(46.521043, 6.573253)",20240429_160600,20240429_161200,18.54,No rain data available
5276,233,"(46.802604, 7.1509925)",812,"(46.79364606401284, 7.150040893601194)",20240429_160700,20240429_161200,18.54,No rain data available
5798,171,"(46.41609, 6.278163)",811,"(46.417503, 6.271244)",20240429_160400,20240429_161200,18.54,No rain data available
4270,636,"(46.806876, 7.15297)",635,"(46.802118, 7.146355)",20240429_160700,20240429_161200,18.54,No rain data available
4536,590,"(46.946544688600916, 7.4207811103582495)",309,"(46.9405957, 7.418738)",20240429_160901,20240429_161300,18.54,No rain data available
1403,867,"(46.9477816, 7.4365087)",668,"(46.93369386095887, 7.423407106637636)",20240429_160500,20240429_161300,18.54,No rain data available
4616,292,"(46.946604, 7.441624)",331,"(46.9458073, 7.4270475)",20240429_160200,20240429_161300,18.54,No rain data available
1131,596,"(46.9446088, 7.4290739)",867,"(46.9477816, 7.4365087)",20240429_160800,20240429_161300,18.54,No rain data available
4004,306,"(46.9400198, 7.4317782)",480,"(46.9371088, 7.4322402)",20240429_160300,20240429_161300,18.54,No rain data available
2854,771,"(47.403145, 8.609221)",532,"(47.412103, 8.592144)",20240429_160400,20240429_161300,18.54,No rain data available
1454,325,"(46.9360173, 7.4300596)",214,"(46.94626, 7.43804)",20240429_160600,20240429_161300,18.54,No rain data available
4275,637,"(46.79427, 7.155003)",637,"(46.79427, 7.155003)",20240429_161100,20240429_161300,18.32,No rain data available
6204,194,"(46.95860113643669, 7.456935120256138)",251,"(46.9487682, 7.4475691)",20240429_160800,20240429_161300,18.54,No rain data available
2022,214,"(46.94626, 7.43804)",220,"(46.9559178, 7.4467885)",20240429_160500,20240429_161300,18.54,No rain data available
4490,122,"(46.9613082, 7.4466679)",217,"(46.9483305, 7.44079)",20240429_160500,20240429_161300,18.54,No rain data available
2325,122,"(46.9613082, 7.4466679)",353,"(46.94831, 7.44035)",20240429_160200,20240429_161300,18.54,No rain data available
5882,171,"(46.41609, 6.278163)",811,"(46.417503, 6.271244)",20240429_160200,20240429_161300,18.54,No rain data available
1959,171,"(46.41609, 6.278163)",811,"(46.417503, 6.271244)",20240429_160200,20240429_161300,18.54,No rain data available
1879,233,"(46.802604, 7.1509925)",501,"(46.803797, 7.161559)",20240429_160700,20240429_161300,18.54,No rain data available
1868,233,"(46.802604, 7.1509925)",535,"(46.802937, 7.167527)",20240429_160600,20240429_161400,18.54,No rain data available
1387,252,"(46.9497908, 7.4441278)",187,"(46.947127654625206, 7.46573539047808)",20240429_160600,20240429_161400,18.54,No rain data available
3866,549,"(46.951735, 7.416496)",174,"(46.9436036, 7.4071777)",20240429_160600,20240429_161400,18.54,No rain data available
1178,219,"(46.9514853, 7.4303815)",883,"(46.96079848478852, 7.433964120753491)",20240429_160700,20240429_161400,18.54,No rain data available
2506,223,"(46.9506632, 7.4370414)",349,"(46.93874927649203, 7.475214965129108)",20240429_160100,20240429_161400,18.54,No rain data available
6032,815,"(46.96526082670581, 7.481022157938033)",814,"(46.96629170335004, 7.48318298315503)",20240429_160800,20240429_161400,18.54,No rain data available
1268,348,"(46.97179532778565, 7.44576189083437)",226,"(46.9557805, 7.4352658)",20240429_160700,20240429_161400,18.54,No rain data available
4138,471,"(46.94774434260293, 7.40357158919319)",308,"(46.9465416, 7.4356627)",20240429_160300,20240429_161400,18.54,No rain data available
4158,223,"(46.9506632, 7.4370414)",348,"(46.97179532778565, 7.44576189083437)",20240429_160500,20240429_161400,18.54,No rain data available
3301,359,"(47.393365, 8.512551)",149,"(47.392336, 8.491061)",20240429_160700,20240429_161400,18.54,No rain data available
4486,235,"(46.793372, 7.1584206)",647,"(46.80007, 7.140663)",20240429_160600,20240429_161400,18.54,No rain data available
5915,233,"(46.802604, 7.1509925)",636,"(46.806876, 7.15297)",20240429_160700,20240429_161400,18.54,No rain data available
5180,171,"(46.41609, 6.278163)",811,"(46.417503, 6.271244)",20240429_160300,20240429_161400,18.54,No rain data available
4929,222,"(46.9534366, 7.4239308)",271,"(46.947856328360984, 7.436903989490435)",20240429_160001,20240429_161400,18.54,No rain data available
4574,414,"(46.926197, 7.417231)",670,"(46.9313589644514, 7.446041234885444)",20240429_160600,20240429_161500,18.54,No rain data available
5763,21,"(46.521043, 6.573253)",334,"(46.520202, 6.571784)",20240429_161300,20240429_161500,18.32,No rain data available
1645,251,"(46.9487682, 7.4475691)",244,"(46.9603536, 7.4485856)",20240429_160800,20240429_161500,18.54,No rain data available
5325,507,"(46.804568, 7.155553)",237,"(46.806661, 7.1620248)",20240429_161200,20240429_161500,18.32,No rain data available
4351,218,"(46.961965, 7.452968)",251,"(46.9487682, 7.4475691)",20240429_160901,20240429_161500,18.54,No rain data available
1218,416,"(46.93046, 7.428167)",550,"(46.958014, 7.444949)",20240429_160100,20240429_161500,18.54,No rain data available
960,218,"(46.961965, 7.452968)",550,"(46.958014, 7.444949)",20240429_161100,20240429_161500,18.32,No rain data available
4994,499,"(46.801805, 7.136609)",632,"(46.79816, 7.147493)",20240429_160700,20240429_161500,18.54,No rain data available
1028,416,"(46.93046, 7.428167)",414,"(46.926197, 7.417231)",20240429_160500,20240429_161500,18.54,No rain data available
2285,457,"(46.9525271, 7.4498355)",217,"(46.9483305, 7.44079)",20240429_160800,20240429_161500,18.54,No rain data available
1613,302,"(46.938576, 7.437862)",315,"(46.9424453, 7.4431193)",20240429_160700,20240429_161500,18.54,No rain data available
1636,457,"(46.9525271, 7.4498355)",229,"(46.9412568, 7.4507099)",20240429_160800,20240429_161500,18.54,No rain data available
3912,305,"(46.9413996, 7.4316924)",422,"(46.92775, 7.453419)",20240429_160700,20240429_161500,18.54,No rain data available
6172,591,"(46.9475569, 7.4266947)",486,"(46.9503044, 7.4145806)",20240429_160700,20240429_161500,18.54,No rain data available
4740,92,"(47.3820827, 8.5286468)",85,"(47.3716661, 8.5235479)",20240429_161000,20240429_161601,18.32,No rain data available
234,9,"(46.519805, 6.579676)",9,"(46.519805, 6.579676)",20240429_161400,20240429_161601,18.32,No rain data available
4768,660,"(47.3525, 8.527157)",563,"(47.360004, 8.534227)",20240429_161000,20240429_161601,18.32,No rain data available
1996,677,"(46.949100687820106, 7.433277786246504)",883,"(46.96079848478852, 7.433964120753491)",20240429_160100,20240429_161601,18.54,No rain data available
4021,497,"(46.9579458, 7.4537747)",497,"(46.9579458, 7.4537747)",20240429_161400,20240429_161601,18.32,No rain data available
5181,753,"(46.3221235178547, 6.187826521431379)",755,"(46.3176389, 6.188055555555556)",20240429_160700,20240429_161601,18.54,No rain data available
1180,212,"(46.958717, 7.4646494)",203,"(46.9569128, 7.4376583)",20240429_160500,20240429_161601,18.54,No rain data available
2594,214,"(46.94626, 7.43804)",311,"(46.9442197, 7.4366739)",20240429_161400,20240429_161601,18.32,No rain data available
395,9,"(46.519805, 6.579676)",28,"(46.515862, 6.630461)",20240429_160300,20240429_161601,18.54,No rain data available
6209,823,"(46.95611252733205, 7.498312728132974)",256,"(46.9555118, 7.4768856)",20240429_160700,20240429_161601,18.54,No rain data available
2772,292,"(46.946604, 7.441624)",305,"(46.9413996, 7.4316924)",20240429_161100,20240429_161601,18.32,No rain data available
2583,305,"(46.9413996, 7.4316924)",217,"(46.9483305, 7.44079)",20240429_161100,20240429_161601,18.32,No rain data available
992,114,"(46.9566007, 7.4402185)",353,"(46.94831, 7.44035)",20240429_161000,20240429_161601,18.32,No rain data available
3600,353,"(46.94831, 7.44035)",412,"(46.9266467, 7.4359484)",20240429_160300,20240429_161601,18.54,No rain data available
3591,547,"(46.942351, 7.452777)",187,"(46.947127654625206, 7.46573539047808)",20240429_161000,20240429_161700,18.32,No rain data available
2019,122,"(46.9613082, 7.4466679)",192,"(46.9677817, 7.4646494)",20240429_161000,20240429_161700,18.32,No rain data available
1092,814,"(46.96629170335004, 7.48318298315503)",117,"(46.95675, 7.46789)",20240429_160300,20240429_161700,18.54,No rain data available
5672,171,"(46.41609, 6.278163)",170,"(46.420278, 6.270556)",20240429_161300,20240429_161700,18.32,No rain data available
4933,478,"(46.9406928, 7.4431488)",230,"(46.9547361, 7.4333909)",20240429_160700,20240429_161700,18.54,No rain data available
1923,637,"(46.79427, 7.155003)",233,"(46.802604, 7.1509925)",20240429_161200,20240429_161700,18.32,No rain data available
2653,86,"(47.40781197, 8.506822854)",86,"(47.40781197, 8.506822854)",20240429_161500,20240429_161700,18.32,No rain data available
1281,668,"(46.93369386095887, 7.423407106637636)",196,"(46.9665865, 7.4639627)",20240429_160001,20240429_161700,18.54,No rain data available
2777,250,"(46.9490849, 7.4444363)",330,"(46.9427163, 7.4410406)",20240429_161200,20240429_161700,18.32,No rain data available
3016,549,"(46.951735, 7.416496)",353,"(46.94831, 7.44035)",20240429_160700,20240429_161700,18.54,No rain data available
5953,7,"(46.522591, 6.584961)",38,"(46.526347, 6.603215)",20240429_160500,20240429_161700,18.54,No rain data available
4157,307,"(46.948011846616254, 7.421892556487192)",417,"(46.92903811738819, 7.417226193945767)",20240429_160600,20240429_161800,18.54,No rain data available
5763,334,"(46.520202, 6.571784)",6,"(46.518108, 6.564945)",20240429_161500,20240429_161800,18.32,No rain data available
2979,226,"(46.9557805, 7.4352658)",192,"(46.9677817, 7.4646494)",20240429_160300,20240429_161800,18.54,No rain data available
5858,166,"(46.425927, 6.28774)",738,"(46.41916420448668, 6.288709722973113)",20240429_161100,20240429_161800,18.32,No rain data available
877,88,"(47.364946, 8.525788)",141,"(47.366752, 8.544935)",20240429_161000,20240429_161800,18.32,No rain data available
2567,315,"(46.9424453, 7.4431193)",318,"(46.9410334, 7.4359176)",20240429_161500,20240429_161800,18.32,No rain data available
993,231,"(46.9524539, 7.4354213)",225,"(46.95560612233403, 7.428042090100739)",20240429_161500,20240429_161800,18.32,No rain data available
1398,220,"(46.9559178, 7.4467885)",214,"(46.94626, 7.43804)",20240429_161100,20240429_161800,18.32,No rain data available
5717,163,"(46.3995398, 6.2321083)",165,"(46.38421, 6.23491)",20240429_161100,20240429_161800,18.32,No rain data available
5243,236,"(46.8104076, 7.1730614)",236,"(46.8104076, 7.1730614)",20240429_161601,20240429_161800,18.32,No rain data available
1226,416,"(46.93046, 7.428167)",300,"(46.9371912, 7.4360892)",20240429_160800,20240429_161800,18.54,No rain data available
1864,634,"(46.805413, 7.165191)",237,"(46.806661, 7.1620248)",20240429_161300,20240429_161800,18.32,No rain data available
5666,733,"(46.461609, 6.346166)",764,"(46.470818, 6.336435)",20240429_160700,20240429_161800,18.54,No rain data available
3476,459,"(46.958241, 7.4474859)",594,"(46.9644796, 7.466948)",20240429_161000,20240429_161800,18.32,No rain data available
6165,832,"(46.025237, 8.963681)",146,"(46.004469, 8.947096)",20240429_160600,20240429_161800,18.54,No rain data available
4112,48,"(46.0105808, 8.95794)",586,"(46.020198, 8.97169)",20240429_161000,20240429_161800,18.32,No rain data available
1273,117,"(46.95675, 7.46789)",217,"(46.9483305, 7.44079)",20240429_160600,20240429_161800,18.54,No rain data available
1093,415,"(46.916092, 7.418571)",217,"(46.9483305, 7.44079)",20240429_160500,20240429_161800,18.54,No rain data available
2021,114,"(46.9566007, 7.4402185)",353,"(46.94831, 7.44035)",20240429_161200,20240429_161800,18.32,No rain data available
3632,231,"(46.9524539, 7.4354213)",321,"(46.93965162143165, 7.440241261842887)",20240429_160901,20240429_161800,18.54,No rain data available
5286,637,"(46.79427, 7.155003)",535,"(46.802937, 7.167527)",20240429_160300,20240429_161901,18.54,No rain data available
1880,635,"(46.802118, 7.146355)",535,"(46.802937, 7.167527)",20240429_160700,20240429_161901,18.54,No rain data available
5183,211,"(46.383066, 6.225766)",732,"(46.388983510293066, 6.223670386094328)",20240429_161200,20240429_161901,18.32,No rain data available
2925,154,"(47.372329, 8.52714)",385,"(47.368939, 8.523306)",20240429_161500,20240429_161901,18.32,No rain data available
105,6,"(46.518108, 6.564945)",334,"(46.520202, 6.571784)",20240429_161300,20240429_161901,18.32,No rain data available
940,771,"(47.403145, 8.609221)",514,"(47.397885, 8.596202)",20240429_161300,20240429_161901,18.32,No rain data available
1594,279,"(47.39808, 8.533647)",831,"(47.394686, 8.478455)",20240429_160001,20240429_161901,18.54,No rain data available
1370,217,"(46.9483305, 7.44079)",194,"(46.95860113643669, 7.456935120256138)",20240429_161200,20240429_162000,18.32,No rain data available
1564,771,"(47.403145, 8.609221)",514,"(47.397885, 8.596202)",20240429_161500,20240429_162000,18.32,No rain data available
4845,280,"(47.392347, 8.523549)",86,"(47.40781197, 8.506822854)",20240429_160800,20240429_162000,18.54,No rain data available
2776,353,"(46.94831, 7.44035)",220,"(46.9559178, 7.4467885)",20240429_161601,20240429_162000,18.32,No rain data available
5553,210,"(45.996253, 8.900957)",210,"(45.996253, 8.900957)",20240429_161700,20240429_162000,18.32,No rain data available
4438,105,"(47.377359, 8.535855)",107,"(47.365139, 8.530916)",20240429_161300,20240429_162000,18.32,No rain data available
3892,217,"(46.9483305, 7.44079)",421,"(46.9229774, 7.4141121)",20240429_160400,20240429_162000,18.54,No rain data available
818,139,"(47.410618, 8.55189)",701,"(47.375522, 8.547696)",20240429_160500,20240429_162000,18.54,No rain data available
1633,485,"(46.9432858, 7.4144036)",594,"(46.9644796, 7.466948)",20240429_160001,20240429_162000,18.54,No rain data available
4333,181,"(46.9378963, 7.3954739)",178,"(46.9372059, 7.3872274)",20240429_161400,20240429_162000,18.32,No rain data available
4493,118,"(46.96845, 7.46242)",217,"(46.9483305, 7.44079)",20240429_160901,20240429_162000,18.54,No rain data available
4685,86,"(47.40781197, 8.506822854)",827,"(47.405478, 8.481071)",20240429_161100,20240429_162100,18.32,No rain data available
1671,555,"(46.946839, 7.4556)",316,"(46.9446775, 7.4432641)",20240429_161601,20240429_162100,18.32,No rain data available
3465,596,"(46.9446088, 7.4290739)",318,"(46.9410334, 7.4359176)",20240429_161700,20240429_162100,18.32,No rain data available
4021,497,"(46.9579458, 7.4537747)",212,"(46.958717, 7.4646494)",20240429_161601,20240429_162100,18.32,No rain data available
5302,233,"(46.802604, 7.1509925)",233,"(46.802604, 7.1509925)",20240429_161800,20240429_162100,18.32,No rain data available
5305,635,"(46.802118, 7.146355)",502,"(46.79435, 7.14049)",20240429_161200,20240429_162100,18.32,No rain data available
515,363,"(47.416155, 8.541712)",396,"(47.409881, 8.535767)",20240429_161100,20240429_162100,18.32,No rain data available
5864,499,"(46.801805, 7.136609)",778,"(46.81077819593714, 7.139183090960676)",20240429_161100,20240429_162100,18.32,No rain data available
4249,635,"(46.802118, 7.146355)",636,"(46.806876, 7.15297)",20240429_161700,20240429_162100,18.32,No rain data available
5288,635,"(46.802118, 7.146355)",501,"(46.803797, 7.161559)",20240429_161400,20240429_162100,18.32,No rain data available
4691,701,"(47.375522, 8.547696)",141,"(47.366752, 8.544935)",20240429_160200,20240429_162200,18.54,No rain data available
2798,315,"(46.9424453, 7.4431193)",302,"(46.938576, 7.437862)",20240429_161800,20240429_162200,18.32,No rain data available
3213,594,"(46.9644796, 7.466948)",353,"(46.94831, 7.44035)",20240429_161100,20240429_162200,18.32,No rain data available
3319,814,"(46.96629170335004, 7.48318298315503)",190,"(46.9603316, 7.4614522)",20240429_161100,20240429_162200,18.32,No rain data available
2631,94,"(47.3758639, 8.5354006)",540,"(47.403822, 8.546464)",20240429_160001,20240429_162300,18.54,No rain data available
3498,117,"(46.95675, 7.46789)",216,"(46.9538192, 7.4581813)",20240429_161901,20240429_162300,18.32,No rain data available
387,9,"(46.519805, 6.579676)",20,"(46.506896, 6.626253)",20240429_160901,20240429_162300,18.54,No rain data available
4480,637,"(46.79427, 7.155003)",643,"(46.79704596417351, 7.150607035291654)",20240429_161901,20240429_162300,18.32,No rain data available
1317,599,"(46.33296, 6.19293)",606,"(46.31526, 6.19271)",20240429_161500,20240429_162300,18.32,No rain data available
6032,814,"(46.96629170335004, 7.48318298315503)",814,"(46.96629170335004, 7.48318298315503)",20240429_162100,20240429_162300,18.32,No rain data available
4751,668,"(46.93369386095887, 7.423407106637636)",304,"(46.9429736, 7.4302386)",20240429_161700,20240429_162300,18.32,No rain data available
713,431,"(47.362209, 8.510788)",274,"(47.375991201, 8.541239126)",20240429_161100,20240429_162300,18.32,No rain data available
2256,321,"(46.93965162143165, 7.440241261842887)",320,"(46.946466, 7.452518)",20240429_161400,20240429_162300,18.32,No rain data available
4497,301,"(46.9440348, 7.4120405)",830,"(46.90080888317644, 7.401061091966004)",20240429_160100,20240429_162300,18.54,No rain data available
5671,165,"(46.38421, 6.23491)",161,"(46.38278, 6.24357)",20240429_160800,20240429_162300,18.54,No rain data available
1184,192,"(46.9677817, 7.4646494)",324,"(46.94588, 7.41549)",20240429_160500,20240429_162300,18.54,No rain data available
3511,702,"(47.377779, 8.546183)",279,"(47.39808, 8.533647)",20240429_161400,20240429_162300,18.32,No rain data available
4162,244,"(46.9603536, 7.4485856)",217,"(46.9483305, 7.44079)",20240429_161601,20240429_162300,18.32,No rain data available
797,102,"(47.3897772, 8.5166922)",108,"(47.386741, 8.518982)",20240429_162000,20240429_162300,18.32,No rain data available
3884,217,"(46.9483305, 7.44079)",216,"(46.9538192, 7.4581813)",20240429_161500,20240429_162400,18.32,No rain data available
2243,473,"(46.9491966, 7.445947)",216,"(46.9538192, 7.4581813)",20240429_161700,20240429_162400,18.32,No rain data available
3051,101,"(47.3625938, 8.5348427)",141,"(47.366752, 8.544935)",20240429_161901,20240429_162400,18.32,No rain data available
6048,39,"(46.52804418, 6.59119606)",20,"(46.506896, 6.626253)",20240429_160800,20240429_162400,18.54,No rain data available
2806,222,"(46.9534366, 7.4239308)",310,"(46.959334038741154, 7.434909268498735)",20240429_161700,20240429_162400,18.32,No rain data available
1643,663,"(46.951897864484735, 7.442042659901252)",459,"(46.958241, 7.4474859)",20240429_161901,20240429_162400,18.32,No rain data available
6200,484,"(46.9456022, 7.434734)",333,"(46.936635808279966, 7.475831165818141)",20240429_161000,20240429_162400,18.32,No rain data available
3032,219,"(46.9514853, 7.4303815)",226,"(46.9557805, 7.4352658)",20240429_162100,20240429_162400,18.32,No rain data available
1560,448,"(47.379686, 8.501312)",536,"(47.381591, 8.49038)",20240429_162000,20240429_162400,18.32,No rain data available
1423,188,"(46.95518301852439, 7.451799078591182)",682,"(46.938845, 7.4210796)",20240429_160300,20240429_162400,18.54,No rain data available
5272,637,"(46.79427, 7.155003)",233,"(46.802604, 7.1509925)",20240429_161901,20240429_162400,18.32,No rain data available
1010,420,"(46.9356189, 7.4165883)",326,"(46.9478691, 7.4598938)",20240429_160200,20240429_162400,18.54,No rain data available
4506,214,"(46.94626, 7.43804)",666,"(46.997311304908294, 7.458796441962296)",20240429_160200,20240429_162400,18.54,No rain data available
2663,158,"(47.373675, 8.545505)",101,"(47.3625938, 8.5348427)",20240429_161500,20240429_162400,18.32,No rain data available
5069,43,"(46.005849, 8.961709)",377,"(46.0121344, 8.9657021)",20240429_161800,20240429_162400,18.32,No rain data available
4551,867,"(46.9477816, 7.4365087)",322,"(46.9347023, 7.4420357)",20240429_161601,20240429_162400,18.32,No rain data available
4470,499,"(46.801805, 7.136609)",778,"(46.81077819593714, 7.139183090960676)",20240429_161901,20240429_162400,18.32,No rain data available
3946,392,"(47.393309, 8.528074)",98,"(47.3731102, 8.5333139)",20240429_160200,20240429_162400,18.54,No rain data available
5324,640,"(46.795871, 7.156473)",509,"(46.796171649939694, 7.143346608386447)",20240429_161700,20240429_162400,18.32,No rain data available
4754,216,"(46.9538192, 7.4581813)",217,"(46.9483305, 7.44079)",20240429_161700,20240429_162400,18.32,No rain data available
3350,591,"(46.9475569, 7.4266947)",217,"(46.9483305, 7.44079)",20240429_161800,20240429_162400,18.32,No rain data available
